Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","1982","1982","°C","0.093","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","1983","1983","°C","-0.804","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","1984","1984","°C","-0.124","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","1985","1985","°C","0.68","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","1986","1986","°C","0.362","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","1987","1987","°C","1.287","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","1988","1988","°C","0.704","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","1989","1989","°C","0.174","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","1990","1990","°C","-0.05","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","1991","1991","°C","1.177","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","1992","1992","°C","0.092","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","1993","1993","°C","0.751","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","1994","1994","°C","0.442","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","1995","1995","°C","-0.098","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","1996","1996","°C","0.685","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","1997","1997","°C","0.062","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","1998","1998","°C","1.231","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","1999","1999","°C","-0.054","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2000","2000","°C","1.118","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2001","2001","°C","0.724","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2002","2002","°C","-0.018","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2003","2003","°C","0.507","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2004","2004","°C","1.334","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2005","2005","°C","0.322","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2006","2006","°C","1.166","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2007","2007","°C","1.105","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2008","2008","°C","-0.171","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2009","2009","°C","0.952","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2010","2010","°C","0.34","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2011","2011","°C","-0.112","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2012","2012","°C","1.428","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2013","2013","°C","0.157","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2014","2014","°C","0.964","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2015","2015","°C","1.073","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2016","2016","°C","0.816","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2017","2017","°C","0.552","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2018","2018","°C","2.572","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2019","2019","°C","0.338","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7005","May","2020","2020","°C","0.928","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1961","1961","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1962","1962","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1963","1963","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1964","1964","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1965","1965","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1966","1966","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1967","1967","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1968","1968","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1969","1969","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1970","1970","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1971","1971","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1972","1972","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1973","1973","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1974","1974","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1975","1975","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1976","1976","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1977","1977","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1978","1978","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1979","1979","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1980","1980","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1981","1981","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1982","1982","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1983","1983","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1984","1984","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1985","1985","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1986","1986","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1987","1987","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1988","1988","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1989","1989","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1990","1990","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1991","1991","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1992","1992","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1993","1993","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1994","1994","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1995","1995","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1996","1996","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1997","1997","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1998","1998","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","1999","1999","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","2000","2000","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","2001","2001","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","2002","2002","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","2003","2003","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","2004","2004","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","2005","2005","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","2006","2006","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","2007","2007","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","2008","2008","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","2009","2009","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","2010","2010","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","2011","2011","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","2012","2012","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","2013","2013","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","2014","2014","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","2015","2015","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","2016","2016","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","2017","2017","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","2018","2018","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","2019","2019","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7005","May","2020","2020","°C","0.53","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1961","1961","°C","0.345","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1962","1962","°C","-0.3","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1963","1963","°C","-0.163","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1964","1964","°C","-0.151","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1965","1965","°C","-0.975","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1966","1966","°C","-0.12","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1967","1967","°C","-0.199","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1968","1968","°C","-0.009","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1969","1969","°C","-0.434","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1970","1970","°C","0.04","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1971","1971","°C","0.453","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1972","1972","°C","-0.267","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1973","1973","°C","0.169","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1974","1974","°C","-0.118","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1975","1975","°C","-0.564","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1976","1976","°C","-0.329","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1977","1977","°C","0.863","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1978","1978","°C","0.063","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1979","1979","°C","-0.25","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1980","1980","°C","0.136","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1981","1981","°C","0.695","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1982","1982","°C","-0.88","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1983","1983","°C","-0.41","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1984","1984","°C","0.299","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1985","1985","°C","-0.352","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1986","1986","°C","0.912","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1987","1987","°C","0.824","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1988","1988","°C","1.156","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1989","1989","°C","0.002","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1990","1990","°C","1.016","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1991","1991","°C","0.548","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1992","1992","°C","-0.259","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1993","1993","°C","-0.234","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1994","1994","°C","1.174","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1995","1995","°C","-0.23","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1996","1996","°C","0.727","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1997","1997","°C","0.31","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1998","1998","°C","0.064","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","1999","1999","°C","0.14","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2000","2000","°C","0.503","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2001","2001","°C","0.57","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2002","2002","°C","1.175","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2003","2003","°C","0.085","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2004","2004","°C","0.468","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2005","2005","°C","0.725","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2006","2006","°C","1.072","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2007","2007","°C","0.872","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2008","2008","°C","0.575","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2009","2009","°C","0.163","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2010","2010","°C","1.016","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2011","2011","°C","0.718","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2012","2012","°C","1.083","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2013","2013","°C","1.388","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2014","2014","°C","0.491","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2015","2015","°C","1.668","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2016","2016","°C","1.809","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2017","2017","°C","1.131","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2018","2018","°C","1.51","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2019","2019","°C","0.707","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7006","June","2020","2020","°C","1.023","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1961","1961","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1962","1962","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1963","1963","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1964","1964","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1965","1965","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1966","1966","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1967","1967","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1968","1968","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1969","1969","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1970","1970","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1971","1971","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1972","1972","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1973","1973","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1974","1974","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1975","1975","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1976","1976","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1977","1977","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1978","1978","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1979","1979","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1980","1980","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1981","1981","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1982","1982","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1983","1983","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1984","1984","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1985","1985","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1986","1986","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1987","1987","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1988","1988","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1989","1989","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1990","1990","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1991","1991","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1992","1992","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1993","1993","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1994","1994","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1995","1995","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1996","1996","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1997","1997","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1998","1998","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","1999","1999","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","2000","2000","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","2001","2001","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","2002","2002","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","2003","2003","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","2004","2004","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","2005","2005","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","2006","2006","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","2007","2007","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","2008","2008","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","2009","2009","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","2010","2010","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","2011","2011","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","2012","2012","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","2013","2013","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","2014","2014","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","2015","2015","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","2016","2016","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","2017","2017","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","2018","2018","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","2019","2019","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","6078","Standard Deviation","7006","June","2020","2020","°C","0.522","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1961","1961","°C","-0.308","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1962","1962","°C","-0.511","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1963","1963","°C","-0.087","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1964","1964","°C","0.367","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1965","1965","°C","-0.616","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1966","1966","°C","0.561","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1967","1967","°C","-0.501","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1968","1968","°C","-0.055","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1969","1969","°C","0.089","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1970","1970","°C","0.023","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1971","1971","°C","-0.571","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1972","1972","°C","-0.375","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1973","1973","°C","-0.274","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1974","1974","°C","0.158","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1975","1975","°C","0.007","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1976","1976","°C","-0.331","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1977","1977","°C","0.519","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1978","1978","°C","0.173","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1979","1979","°C","-0.041","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1980","1980","°C","0.968","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1981","1981","°C","0.086","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1982","1982","°C","-0.126","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1983","1983","°C","0.318","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1984","1984","°C","-0.188","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1985","1985","°C","0.256","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1986","1986","°C","0.087","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1987","1987","°C","0.034","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1988","1988","°C","0.729","Fc","Calculated data"
"ET","Temperature change","231","United States of America","7271","Temperature change","7007","July","1989","1989","°C","0.497","Fc","Calculated data"
